text,type
ฉลองสอบเสร็จหนึ่งตัวก็กิน ฉลองได้ทุกเวลา ทุกช่วงจังหวะของชีวิต บางทีกินหมูกระทะย้อมใจก็มี เห้อ เกิดและตายเพื่อหมูกระทะ ,ไม่เกี่ยวข้อง
กุเล่น ซุปเปอสตาเดอะบอยในวงหมูกระทะแล้วน้อง(ลูกพี่ลูกน้อง)กุเดินมาดูกุเล่น กุเล่นฮาร์ทบีท กุเล่นไม่ถึงครึ่งเพลงตาย มันขำกุ กุเลยยื่นไอแพดให้มันเล่นโหมดอีซี แต่มันก้ตาย 5555555555 อีสัด เด็กบ้านนี้มีใครเล่นเกมเก่งบ้าง,ไม่เกี่ยวข้อง
พี่ไปเชียงใหม่มาแล้วซื้อแคปหมูมาด้วย แต่นางไม่ได้หิ้วนางส่งไผรมาค่ะ ให้ตายแลเวก็ไม่บอกกันด้วยนะ ดีนะเมื่อเช้าลงมาไว้เลยได้รับของให้น่ะ กุกะงงไปสิสั่งไรมา555555555,ไม่เกี่ยวข้อง
มาหยิบกินแล้วเอาหมูลงด้วยมึงจะตายกันไหม,ไม่เกี่ยวข้อง
อุส่างดของหวาน+ไดเอ็ทมาเดือนนึงดันมาตายตรงวันปีใหม่เนี่ยแหละ เหล้า เบียร์ หมูกระทะมาครบ ลาก่อนความผอม ฉันแพ้แล้ว,ไม่เกี่ยวข้อง
 นี่เคยแต่แบบน้องแถวบ้านเป็นอิสลามแล้วมันเห็นเรากินหมูมันกลับไปบอกยายมันว่าหนูอยากตายหนูจะได้เกิดใหม่มากินหมู56655555,ไม่เกี่ยวข้อง
แซนด์เล่นใหญ่มาก เราแค่ไปกินหมูทะไม่ได้ไปตาย งง แซนด์ทำใจดี ๆ ไว้นะ สู้สู้ เป็นกัมลังจั๊ย,ไม่เกี่ยวข้อง
 น้องว่าน้องไม่เป็นไร เพราะน้องเป็นคนน่าน ลาบปลาเพี้ย ลาบหมูดิบ ลาบไก่ดิบไม่ตาย แต่ตายด้วยหน่อไม้ปี๊บ,ไม่เกี่ยวข้อง
 เด๋วฉางอี้ถ้ามามกรา เราได้ตายหมูเพราะความน่ารักคุนเจียกันอีกแน่ๆๆ,ไม่เกี่ยวข้อง
ใช่จ้า หมูแถวบ้านติดโรคระบาดตายยกคอกหลายหลัง บางคนเพิ่งจะลงทุนเลี้ยงหมูลงหมู100ตัวก็ตายหมด,เกี่ยวข้อง
